Sysno,ZpZveřejnění,AutořiVšichni,AutořiAV,AutořiVšichniPočet,AutořiRIV,AutořiAVPočet,AutořiKorespondující,BiblCit,BiblCitZdrD,ISBN_ISSN,ISBN_ISSN_ZdrDok,ZeměZveřejnění,Jazyk,PočStran,ImpFaktor,ProjektyCEP,ProjektyOst,VýzZáměr,OrigNázev,PřekladNázvu,KlíčSlova,AnotaceOrig,AnotaceEng,AnotaceCz,KódOborRIV,Pozn,PoznProZprac,Konference,VlastníkZáznamu,VlastníkZáznamuCZ,VlastníkZáznamuANJ,OdevzdáníDoRIV,RokVydání,RokSběru,PočetCitací,DOI,UT WOS,UT SCOPUS,HANDLE,RVO,PlnýText,Int.kód,TechnickéParametry,EkonomickéParametry,NázevVlastníka,ČísloPředpisu,ČísloPatentovéhoSpisu,VlastníkPatentu,DatumUděleníPatentu,KódVydavatelePatentu,Poddruh
"0404840","C","Neruda, Roman","Neruda, Roman","1","1","1","","Neruda, Roman. Efficient Parallel Implementations of Kolmogorov Superpositions. In International Joint Conference on Neural Networks IEEE, 2002. ISBN 0-7803-7278-6. [IJCNN'02, Honolulu, 12.05.2002-17.05.2002, US].","In International Joint Conference on Neural Networks. IEEE, 2002","","0-7803-7278-6","US","eng","4","","IAB1030006:GA AV ČR - GA201/02/0428:GA ČR","","AV0Z1030915","Efficient Parallel Implementations of Kolmogorov Superpositions","","function approximation - Kolmogorov theorem - time complexity","We analyze serial and parallel implementaion of the learning algorithm based on Kolmogorov superposition theorem. Theoretical time complexity estimates are compared and parallel speedup is determined. Practical experiments show that the speedup in the order of 2n, where n is the input dimension, is achievable for the real parallel environments (such as clusters of workstations).","","","BA","","","IJCNN'02. Honolulu (US), 12.05.2002-17.05.2002","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","1","2002","2003","","10.1109/IJCNN.2002.1007669","wos:000177402800218","2-s2.0-0036086671","http://hdl.handle.net/11104/0125070","","","","","","","","","","","",""
"0404839","C","Medina, J. - Ojeda-Aciego, M. - Vojtáš, Peter","Vojtáš, Peter","3","3","1","","Medina, J.; Ojeda-Aciego, M.; Vojtáš, Peter. A Procedural Semantics for Multi-adjoint logic Programming. In Brazdil, P.; Jorge, A. (ed.). Progress in Artificial Intelligence. Knowledge Extraction, multi-agent Systems, Logic Programming and Constraint Solving Berlin: Springer, 2001, s. 290-297. Lecture Notes in Artificial Intelligence, 2258. ISBN 3-540-43030-X. [EPIA 2001. Portuguese Conference on Artificial Intelligence /6./, Porto, 17.12.2001-20.12.2001, PT].","In Brazdil, P.; Jorge, A. (ed.). Progress in Artificial Intelligence. Knowledge Extraction, multi-agent Systems, Logic Programming and Constraint Solving. Berlin: Springer, 2001, s. 290-297. Lecture Notes in Artificial Intelligence, 2258","","3-540-43030-X","DE","eng","8","","","1/7557/20:VEGA:SK","AV0Z1030915","A Procedural Semantics for Multi-adjoint logic Programming","","many valued logic programming - procedural semantics - completeness theorem","Multi-adjoint logic program generalise monotonic logic programs introduced by Damasio and Pereira in that simultaneous use of several implications in the rules and rather general connectives in the bodies are allowed. In this work, a procedural semantics is given for the paradigm of multi-adjoint logic programming and completeness theorems are proved.","","","BA","","","EPIA 2001. Portuguese Conference on Artificial Intelligence /6./. Porto (PT), 17.12.2001-20.12.2001","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","1","2001","2003","","10.1007/3-540-45329-6_29","","","http://hdl.handle.net/11104/0125069","","","","","","","","","","","",""
"0404838","J","Vojtáš, Peter","Vojtáš, Peter","1","1","1","","Vojtáš, Peter. Declarative and Procedural Semantics of Fuzzy Similarity Based Unification. Kybernetika 2000, roč. 36, č. 6, s. 707-720. ISSN 0023-5954.\\nhttp://dml.cz/handle/10338.dmlcz/135382","Kybernetika. 2000, roč. 36, č. 6, s. 707-720","","0023-5954","CZ","eng","14","","","1/7557/20:VEGA:SK - 1/7555/20:VEGA:SK","AV0Z1030915","Declarative and Procedural Semantics of Fuzzy Similarity Based Unification","","similarity based unification - soundness and completeness - fuzzy logic programming","In this paper we argue that for fuzzy unification we need a procedural and declarative semantics (as opposed to the two valued). We base our semantics on a formal model of fuzzy logic programming extended by fuzzy similarities and axioms of predicate calculus with equality. We prove soundness and completeness of fuzzy similarity based unification.","","","BA","","","","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","1","2000","2003","","","wos:000166986100007","","http://hdl.handle.net/11104/0125068","","1","","","","","","","","","",""
"0404837","J","Kacprzyk, J. - Pasi, G. - Vojtáš, Peter - Zadrozny, S.","Vojtáš, Peter","4","4","1","","Kacprzyk, J.; Pasi, G.; Vojtáš, Peter; Zadrozny, S. Fuzzy Querying: Issues and Perspectives. Kybernetika 2000, roč. 36, č. 6, s. 605-616. ISSN 0023-5954.\\nhttp://dml.cz/handle/10338.dmlcz/135376","Kybernetika. 2000, roč. 36, č. 6, s. 605-616","","0023-5954","CZ","eng","12","","","","AV0Z1030915","Fuzzy Querying: Issues and Perspectives..","","flexible querying - information retrieval - fuzzy databases","This is an introductory paper to a volume on fuzzy querying. It provides an overview of current state of this area from the point of view of information retrieval and fuzziness in database querying.","","","BA","","","","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","1","2000","2003","","","wos:000166986100001","","http://hdl.handle.net/11104/0125067","","1","","","","","","","","","",""
"0404836","C","Medina, J. - Ojeda-Aciego, M. - Vojtáš, Peter","Vojtáš, Peter","3","3","1","","Medina, J.; Ojeda-Aciego, M.; Vojtáš, Peter. Multi-adjoint Logic Approach to Abductive Reasoning. In Codognet, P. (ed.). Logic Programming Berlin: Springer, 2001, s. 269-283. Lecture Notes in Computer Science, 2237. ISBN 3-540-42935-2. ISSN 0302-9743. [ICLP 2001. International Conference /17./, Paphos, 26.11.2001-01.12.2001, CY].","In Codognet, P. (ed.). Logic Programming. Berlin: Springer, 2001, s. 269-283. Lecture Notes in Computer Science, 2237","","3-540-42935-2,0302-9743","DE","eng","15","","","1/7557/20:VEGA:SK","AV0Z1030915","Multi-adjoint Logic Approach to Abductive Reasoning","","logic based abductive reasoning - uncertainty in human cognition - multi-adjoint logic programming - completness","This paper discusses abductive reasoning - that is, reasoning in which explanatory hypotheses are formed and evaluated. To model uncertainty in human cognition and real world applications; we use multi-adjoint logic programming to introduce and study a model of abduction problem. We prove soundness and completeness wrt computed and correct explanations.","","","BA","","","ICLP 2001. International Conference /17./. Paphos (CY), 26.11.2001-01.12.2001","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","1","2001","2003","","10.1007/3-540-45635-X_26","","","http://hdl.handle.net/11104/0125066","","","","","","","","","","","",""
"0404835","C","Krajči, S. - Lencses, R. - Medina, J. - Ojeda-Aciego, M. - Valverde, A. - Vojtáš, Peter","Vojtáš, Peter","6","6","1","","Krajči, S.; Lencses, R.; Medina, J.; Ojeda-Aciego, M.; Valverde, A.; Vojtáš, Peter. Non-commutativity and Expressive Deductive Logic Databases. In Flesca, S.; Greco, S.; Leone, N.; Ianni, G. (ed.). Logics in Artificial Intelligence Berlin: Springer, 2002, s. 149-160. Lecture Notes in Computer Science, 2424. ISBN 3-540-44190-5. ISSN 0302-9743. [JELIA 2002. European International Conference /8./, Cosenza, 23.09.2002-26.09.2002, IT].","In Flesca, S.; Greco, S.; Leone, N.; Ianni, G. (ed.). Logics in Artificial Intelligence. Berlin: Springer, 2002, s. 149-160. Lecture Notes in Computer Science, 2424","","3-540-44190-5,0302-9743","NL","eng","12","","","1/7557/20:VEGA:SK","AV0Z1030915","Non-commutativity and Expressive Deductive Logic Databases","","deductive databases - datalog - multiple-valued logic - expresiveness - non-commutative connectives","The procedural semantics of multi-adjoint logic programming is used for providing a model-theoretic semantics for a data model. A translation method for deductive logic databases is presented for obtaining a relational algebra with classical projection and enriched parametric join operator with aggregations. The use of non-commutative conjunctors allows for a model of different degrees of granulation and precision, whereas expressiveness is achieved by using multiple-valued connectives.","","","BA","","","JELIA 2002. European International Conference /8./. Cosenza (IT), 23.09.2002-26.09.2002","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","1","2002","2003","","10.1007/3-540-45757-7_13","wos:000187007800013","","http://hdl.handle.net/11104/0125065","","","","","","","","","","","",""
"0404834","C","Krajči, S. - Lencses, R. - Medina, J. - Ojeda-Aciego, M. - Vojtáš, Peter","Vojtáš, Peter","5","5","1","","Krajči, S.; Lencses, R.; Medina, J.; Ojeda-Aciego, M.; Vojtáš, Peter. A Similarity-Based Unification Model for Flexible Querying. In Andreasen, T.; Motro, A.; Christiansen, H.; Larsen, H.L. (ed.). Flexible Query Answering Systems Berlin: SpringerVerlag, 2002, s. 263-273. Lecture Notes in Artificial Intelligence, 2522. ISBN 3-540-00074-7. ISSN 0302-9743. [FQAS'2002, Copenhagen, 27.10.2002-29.10.2002, DK].","In Andreasen, T.; Motro, A.; Christiansen, H.; Larsen, H.L. (ed.). Flexible Query Answering Systems. Berlin: SpringerVerlag, 2002, s. 263-273. Lecture Notes in Artificial Intelligence, 2522","","3-540-00074-7,0302-9743","DE","eng","11","","","1/7557/20:VEGA:SK - Action 274 TARSKI:COST:XE","AV0Z1030915","A Similarity-Based Unification Model for Flexible Querying","","fuzzy similarity based flexible querying - statistical similarities - information retrieval similarities - conceptual lattices similarities","We use the formal model for similarity-based fuzzy unification in multi-adjoint logic programs extended by fuzzy similarities and axioms of first-order logic with equality to provide new tools for flexible querying. As a source of similarities we consider different approaches, such as statistical generation of fuyyz similarities, or similarities generated by some information retrieval techniques or similarities arising from fuzzy conceptual lattices.","","","BA","","","FQAS'2002. Copenhagen (DK), 27.10.2002-29.10.2002","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","1","2002","2003","","10.1007/3-540-36109-X_21","wos:000182803500021","","http://hdl.handle.net/11104/0125064","","","","","","","","","","","",""
"0404833","C","Pokorný, J. - Vojtáš, Peter","Vojtáš, Peter","2","2","1","","Pokorný, J.; Vojtáš, Peter. A Data Model for Flexible Querying. In Caplinskas, A.; Eder, J. (ed.). Advances in Databases and Information Systems Berlin: Springer, 2001, s. 280-293. Lecture Notes in Computer Science, 2151. ISBN 3-540-42555-1. ISSN 0302-9743. [ADBIS 2001. East European Conference /5./, Vilnius, 25.09.2001-28.09.2001, LT].","In Caplinskas, A.; Eder, J. (ed.). Advances in Databases and Information Systems. Berlin: Springer, 2001, s. 280-293. Lecture Notes in Computer Science, 2151","","3-540-42555-1,0302-9743","DE","eng","14","","GA201/00/1031:GA ČR","1/7557/20:VEGA:SK","AV0Z1030915","A Data Model for Flexible Querying","","flexible querying - vague linguistic expressions - fuzzy Datalog - fuzzy similarities - fuzzy relational algebra - treshold computation","We define a data model, which enables to answer queries over crisp data using fuzzy knowledge base, fuzzy interpretation of vague expressions and fuzzy similarities. We present an extension of a positive relational algebra and show that its the expressive power together with a fuzzy fixpoint operator is sufficient for evaluating fuzzy Datalog programs. We discuss also a computational model for queries with a threshold on truth values and optimiyation of such queries.","","","BA","","","ADBIS 2001. East European Conference /5./. Vilnius (LT), 25.09.2001-28.09.2001","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","1","2001","2003","","10.1007/3-540-44803-9_22","","","http://hdl.handle.net/11104/0125063","","","","","","","","","","","",""
"0404830","J","Pavelka, K. - Forejtová, Š. - Pavelková, A. - Zvárová, Jana - Rovenský, J. - Tuchyňová, A.","Zvárová, Jana","6","6","1","","Pavelka, K.; Forejtová, Š.; Pavelková, A.; Zvárová, Jana; Rovenský, J.; Tuchyňová, A. Analysis of the Reasons for DMARD Therapy Discountinuatin in Patients with Rheumatoid Arthritis in the Czech and Slovak Republics. Clinical Rheumatology 2002, roč. 21, -, s. 220-226. ISSN 0770-3198.","Clinical Rheumatology. 2002, roč. 21, -, s. 220-226","","0770-3198","GB","eng","7","0.976","NK4886:GA MZd","","AV0Z1030915","Analysis of the Reasons for DMARD Therapy Discountinuatin in Patients with Rheumatoid Arthritis in the Czech and Slovak Republics","","adverse effects - disease-modyfying drugs - DMARDs - rheumatoid arthritis - therapy","The aim of the study was to evaluate the efficacy and safety of disease-modifying drugs (DMARDs) in everyday clinical practice in Central European States (the Cyech and Slovak republics). This was a retrospective, multicentre study. With the help of a special questionnaire, the medical files of 760 patients in 15 centres were analysed looking for reasons for DMARD discontinuation (e.g. insufficient efficacz, toxicity).","","","BA","","","","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","1","2002","2003","7","10.1007/s10067-002-8289-0","wos:000177090700008","","http://hdl.handle.net/11104/0125060","","","","","","","","","","","",""
"0404826","M","Pelikán, Emil","Pelikán, Emil","1","1","1","","Pelikán, Emil. Middle-Term Electric Load Forecasting by Time Series Decomposition. In Slinčák, P.; Strackeljan, J.; Kolcun, M.; Novotný, D.; Szathmáry, P. (ed.). Electricity Load Forecast using Intelligent Technologies Košice: ELFA, 2002, s. 167-176. ISBN 80-89066-41-0.","In Slinčák, P.; Strackeljan, J.; Kolcun, M.; Novotný, D.; Szathmáry, P. (ed.). Electricity Load Forecast using Intelligent Technologies. Košice: ELFA, 2002, s. 167-176","","80-89066-41-0","SK","eng","10","","","","AV0Z1030915","Middle-Term Electric Load Forecasting by Time Series Decomposition","","time-series decomposition - prediction - electricity load forecasting","We present the results of our work in the frame of World-Wide Competition organized within the EUNITE network. For the middle-term electric load forecasting task with prediction horizon 1-31 days ahead we decide to develop a simple model based on decomposition of analyzed time series.","","","BB","","","","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","1","2002","2003","1","","","","http://hdl.handle.net/11104/0125059","","","","","","","","","","","",""
"0404825","C","Zvárová, Jana","Zvárová, Jana","1","1","1","","Zvárová, Jana. Research and Education in the Field of Biomedical Informatics at the Euromise Centrum. In Bobrowski, L.; Doroszewski, J.; Victor, N. (ed.). Lecture Notes of the ICB Seminars Warsaw: MCB, 2002, s. 85-90. [Statistics and Clinical Practice /5./, Warsaw, 03.06.2002-05.06.2002, PL].","In Bobrowski, L.; Doroszewski, J.; Victor, N. (ed.). Lecture Notes of the ICB Seminars. Warsaw: MCB, 2002, s. 85-90","","","PL","eng","6","","LN00B107:GA MŠk","","","Research and Education in the Field of Biomedical Informatics at the Euromise Centrum","","biomedical informatics - cardiology - education","The center is engaged in new approaches of designing and using the electronic health documentation and in development of telemedicine applications. intelligent systems for gaining information from medical databases and for decision-support are studied. The Center concerns with standardization, optimization odf data gathering in a terapeutic care and health documenation management. Data models for cardiology research tasks have been developed, including also genetic data. Two cardiology ambulances...","","","BB","invited paper","","Statistics and Clinical Practice /5./. Warsaw (PL), 03.06.2002-05.06.2002","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","1","2002","2003","","","","","http://hdl.handle.net/11104/0125058","","","","","","","","","","","",""
"0404824","C","Zvárová, Jana - Peleška, Jan - Zvára Jr., Karel - Mareš, Rudolf","Zvárová, Jana - Peleška, Jan - Zvára Jr., Karel - Mareš, Rudolf","4","4","4","","Zvárová, Jana; Peleška, Jan; Zvára Jr., Karel; Mareš, Rudolf. Electronic Health Record and Medical Guidelines in Cardiology. In Jan, J.; Kozumplík, J.; Provazník, I. (ed.). Analysis of Biomedical Signals and Images Brno: VUTIUM Press, 2002, s. 448-450. ISBN 80-214-2120-7. ISSN 1211-412X. [Biosignal'2002. Biennal International EURASIP Conference /16./, Brno, 26.06.2002-28.06.2002, CZ].","In Jan, J.; Kozumplík, J.; Provazník, I. (ed.). Analysis of Biomedical Signals and Images. Brno: VUTIUM Press, 2002, s. 448-450","","80-214-2120-7,1211-412X","CZ","eng","3","","LN00B107:GA MŠk","","","Electronic Health Record and Medical Guidelines in Cardiology","","electronic health record - medical guidelines - hypertension guidelines","In the paper we discuss the development of electronic medical guidelines in cardiology that can be interconnected with electronic health records. To support medical decision making in practice the web based software for treatment of hypertension using electronic guidelines was developed.","","","BB","","informatik","Biosignal'2002. Biennal International EURASIP Conference /16./. Brno (CZ), 26.06.2002-28.06.2002","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","1","2002","2003","","","wos:000178613000140","","http://hdl.handle.net/11104/0125057","","","","","","","","","","","",""
"0404821","C","Kůrková, Věra - Sanguineti, M.","Kůrková, Věra","2","2","1","","Kůrková, Věra; Sanguineti, M. Neural Network Learning as Approximate Optimization. In Pearson, D. W.; Steele, N. C.; Albrecht, R. F. (ed.). Artificial Neural Nets and Genetic Algorithms Wien: SpringerVerlag, 2003, s. 53-57. ISBN 3-211-00743-1. [ICANNGA'2003 /6./, Roanne, 23.04.2003-25.04.2003, FR].","In Pearson, D. W.; Steele, N. C.; Albrecht, R. F. (ed.). Artificial Neural Nets and Genetic Algorithms. Wien: SpringerVerlag, 2003, s. 53-57","","3-211-00743-1","AT","eng","5","","GA201/02/0428:GA ČR","Project 22:IT-CZ Area MC6:XX","AV0Z1030915","Neural Network Learning as Approximate Optimization","","neural networks - learning from data - approximate optimization","Learning from data will be studied in the framework of approximate minimization of regularized empirical error functionals. There will be derived estimates of speed of convergence of infima achievable over approximations of an admissible set to a global infimum. The results will be applied to empirical error functionals regularized using stabilizers defined as squares of norms in reproducing kernel Hilbert spaces.","","","BA","","","ICANNGA'2003 /6./. Roanne (FR), 23.04.2003-25.04.2003","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","1","2003","2004","","10.1007/978-3-7091-0646-4_11","wos:000183288200011","","http://hdl.handle.net/11104/0125054","","","","","","","","","","","",""
"0404820","J","Kainen, P.C. - Kůrková, Věra - Sanguineti, M.","Kůrková, Věra","3","3","1","","Kainen, P.C.; Kůrková, Věra; Sanguineti, M. Rates of Minimization of Error Functionals over Boolean Variable-Basis Functions. Journal of Mathematical Modelling and Algorithms 2005, roč. 4, č. 4, s. 355-368. ISSN 1570-1166.","Journal of Mathematical Modelling and Algorithms. 2005, roč. 4, č. 4, s. 355-368","","1570-1166","NL","eng","14","","GA201/02/0428:GA ČR - GA201/05/0557:GA ČR","Project 22:Area MC 6:EU","CEZ:AV0Z10300504","Rates of Minimization of Error Functionals over Boolean Variable-Basis Functions","Rychlost minimalizace chybových funkcionálů na booleovských funkcích s proměnnou bází","high-dimensional optimization - minimizing sequences - Boolean decision functions - decision tree","Approximate solution of optimization tasks that can be formalized as minimization of error functionals over admissible sets computable by variable-basis functions (i.e., linear combinations of n-tuples of functions from a given basis) is investigated. Estimates of rates of decrease of infima of such functionals over sets formed by linear combinations of increasing number n of elements of the bases are derived, for the case in which such admissible sets consist of Boolean functions. The results are applied to target sets of various types (e.g., sets containing functions representable either by linear combinations of a ""small"" number of generalized parities or by ""small"" decision trees and sets satisfying smoothness conditions defined in terms of Sobolev norms).","","Přibližná řešení optimalizačních úloh mohou být formalizována jako minimalizace chybových funkcionálů na množinách funkcí s proměnnou bází. Jsou odvozeny odhady rychlosti poklesu infim těchto funkcionálů na množinách lineárních kombinací u booleovských funkcí.","BA","","cena05","","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","1","2005","2006","1","10.1007/s10852-005-1625-z","","2-s2.0-29144497335","http://hdl.handle.net/11104/0125053","","0","","","","","","","","","",""
"0404817","M","Kůrková, Věra","Kůrková, Věra","1","1","1","","Kůrková, Věra. High-Dimensional Approximation by Neural Networks. In Suykens, J.; Horváth, G.; Basu, S.; Micchelli, C.; Vandewalle, J. (ed.). Advances in Learning Theory: Methods, Models and Applications Amsterdam: IOS Press, 2003, s. 69-88. NATO Science Series, 190. ISBN 1-58603-341-7.","In Suykens, J.; Horváth, G.; Basu, S.; Micchelli, C.; Vandewalle, J. (ed.). Advances in Learning Theory: Methods, Models and Applications. Amsterdam: IOS Press, 2003, s. 69-88. NATO Science Series, 190","","1-58603-341-7,1387-6694","NL","eng","20","","GA201/02/0428:GA ČR","","AV0Z1030915","High-Dimensional Approximation by Neural Networks","","neural network learning - regularized empirical error functions - high-dimensional approximation","Approximation of high-dimensional mappings by neural networsk is investigated in the context of nonlinear approximation theory.It is shown that the ""curse of dimensionality"" can be avoided when functions to be approximated have small special norms, which are tailored to the type of computational units. Properties of such norms and method of derivation of their estimates are described. Estimates of rates of nonlinear approximation are applied to neural network learning formalized as approximate minimization.","","","BA","invited paper","","","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","1","2003","2004","2","","","","http://hdl.handle.net/11104/0125050","","","","","","","","","","","",""
"0404812","J","Přečková, Petra","Přečková, Petra","1","1","1","","Přečková, Petra. MIE 2002. Zpráva. Lékař a technika. Biomedicinské inženýrství a informatika 2002, roč. 33, č. 5, s. 155. ISSN 0301-5491.","Lékař a technika. Biomedicinské inženýrství a informatika. 2002, roč. 33, č. 5, s. 155","","0301-5491","CZ","cze","1","","","","AV0Z1030915","MIE 2002. Zpráva","","biomedicínská informatika - biomedicínská statistika - EFMI - IMIA","Zpráva o konferenci MIE 2002 v Budapešti.","","","BB","","","","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","","2002","2004","","","","","http://hdl.handle.net/11104/0125045","","","","","","","","","","","",""
"0404811","J","Přečková, Petra","Přečková, Petra","1","1","1","","Přečková, Petra. Terminologický slovník 3. Lékař a technika. Biomedicinské inženýrství a informatika 2002, roč. 33, č. 5, s. 166-168. ISSN 0301-5491.","Lékař a technika. Biomedicinské inženýrství a informatika. 2002, roč. 33, č. 5, s. 166-168","","0301-5491","CZ","cze","3","","LN00B107:GA MŠk","","","Terminologický slovník 3","Terminological Glossary 3","biomedical engineering - informatics - medicine","Výkladový česko-anglický slovník v časopise Lékař a technika je sestavován z klíčových slov jednotlivých článků uvedených v daném čísle časopisu. Jedná se zejména o termíny z biomedicínského inženýrství, informatiky a medicíny. Cílem slovníku je přispět k sjednocování odborné terminologie.","The interpretative Czech-English dictionary in the journal Physician and Technology is compiled from keywords from individual papers in the given issue of the journal. These are mostly terms from biomedical engineering, informatics and medicine. The aim of the glossary is to contribute to unification of applied scientific terminology.","","BB","","","","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","1","2002","2003","","","","","http://hdl.handle.net/11104/0125044","","","","","","","","","","","",""
"0404810","J","Přečková, Petra","Přečková, Petra","1","1","1","","Přečková, Petra. Terminologický slovník 2. Lékař a technika. Biomedicinské inženýrství a informatika 2002, roč. 33, č. 4, s. 127-128. ISSN 0301-5491.","Lékař a technika. Biomedicinské inženýrství a informatika. 2002, roč. 33, č. 4, s. 127-128","","0301-5491","CZ","cze","2","","LN00B107:GA MŠk","","","Terminologický slovník 2","Terminological Glossary 2","biomedical engineering - informatics - medicine","Výkladový česko-anglický slovník v časopise Lékař a technika je sestavován z klíčových slov jednotlivých článků uvedených v daném čísle časopisu. Jedná se zejména o termíny z biomedicínského inženýrství, informatiky a medicíny. Cílem slovníku je přispět k sjednocování odborné terminologie.","The interpretative Czech-English dictionary in the journal Physician and Technology is compiled from keywords from individual papers in the given issue of the journal. These are mostly terms from biomedical engineering, informatics and medicine. The aim of the glossary is to contribute to unification of applied scientific terminology.","","BB","","","","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","1","2002","2003","","","","","http://hdl.handle.net/11104/0125043","","","","","","","","","","","",""
"0404809","J","Přečková, Petra","Přečková, Petra","1","1","1","","Přečková, Petra. Terminologický slovník 1. Lékař a technika. Biomedicinské inženýrství a informatika 2002, roč. 33, č. 3, s. 94-96. ISSN 0301-5491.","Lékař a technika. Biomedicinské inženýrství a informatika. 2002, roč. 33, č. 3, s. 94-96","","0301-5491","CZ","cze","3","","LN00B107:GA MŠk","","","Terminologický slovník 1","Terminological Glossary 1","biomedical engineering - informatics - medicine","Výkladový česko-anglický slovník v časopise Lékař a technika je sestavován z klíčových slov jednotlivých článků uvedených v daném čísle časopisu. Jedná se zejména o termíny z biomedicínského inženýrství, informatiky a medicíny. Cílem slovníku je přispět k sjednocování odborné terminologie.","The interpretative Czech-English dictionary in the journal Physician and Technology is compiled from keywords from individual papers in the given issue of the journal. These are mostly terms from biomedical engineering, informatics and medicine. The aim of the glossary is to contribute to unification of applied scientific terminology.","","BB","","","","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","1","2002","2003","","","","","http://hdl.handle.net/11104/0125042","","","","","","","","","","","",""
"0404806","J","Paluš, Milan - Stefanovska, A.","Paluš, Milan","2","2","1","","Paluš, Milan; Stefanovska, A. Direction of Coupling from Phases of Interacting Oscillators: An Information-Theoretic Approach. Physical Review. E 2003, roč. 67, č. 5, s. 055201. ISSN 1063-651X.","Physical Review. E. 2003, roč. 67, č. 5, s. 055201","","1063-651X","US","eng","4","2.202","GA205/00/1055:GA ČR - NF6258:GA MZd","cooperation project 14-2003-04:CZ-SI MŠk:XX","AV0Z1030915","Direction of Coupling from Phases of Interacting Oscillators: An Information-Theoretic Approach","","coupled systems - causality - information theory - cardiorespiratory system","A directionality index based on conditional mutual information is proposed for application to the instantaneous phases of weakly coupled oscillators. Its abilities to distinguish unidirectional from bidirectional coupling, as well as to reveal and quantify asymmetry in bidirectional coupling, are demonstrated using numerical examples of quasiperiodic, chaotic, and noisy oscillators, as well as real human cardiorespiratory data.","","","BA","","","","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","1","2003","2004","75","10.1103/PhysRevE.67.055201","wos:000183482400002","2-s2.0-37649029497","http://hdl.handle.net/11104/0125039","","1","","","","","","","","","",""
"0404801","J","Schlink, U. - Dorling, S.R. - Pelikán, Emil - Nunnari, G. - Cawley, C. - Junninen, H. - Greig, A. - Foxall, R. - Eben, Kryštof - Chatterton, T. - Vondráček, Jiří - Richter, M. - Dostál, Michal - Bertucco, L. - Kolehmainen, M. - Doyle, M.","Pelikán, Emil - Eben, Kryštof - Vondráček, Jiří - Dostál, Michal","16","16","4","","Schlink, U.; Dorling, S.R.; Pelikán, Emil; Nunnari, G.; Cawley, C.; Junninen, H.; Greig, A.; Foxall, R.; Eben, Kryštof; Chatterton, T.; Vondráček, Jiří; Richter, M.; Dostál, Michal; Bertucco, L.; Kolehmainen, M.; Doyle, M. A Rigorous Inter-Comparison of Ground-Level Ozone Predictions. Atmospheric Environment 2003, roč. 37, -, s. 3237-3253. ISSN 1352-2310.","Atmospheric Environment. 2003, roč. 37, -, s. 3237-3253","","1352-2310","GB","eng","17","2.338","","IST-1999-11764:APPETISE:XE","AV0Z1030915","A Rigorous Inter-Comparison of Ground-Level Ozone Predictions","","statistical methods - air polution - neural networks","Novel statistical approaches to prediction have recently been shown to perform well in several scientific fields but have not, until now, been comprehensively evaluated for predicting air pollution. In this paper we report on a model inter-comparison exercise in which 15 different statistical techniques for ozone forecasting were applied to ten data sets representing different meteorological and emission conditions throughout Europe.We also attempt to compare the performance of the statistical techniques...","","","BB","","","","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","1","2003","2004","55","10.1016/S1352-2310(03)00330-3","wos:000184188500007","2-s2.0-38949151090","http://hdl.handle.net/11104/0125034","","","","","","","","","","","",""
