Sysno,ZpZveřejnění,AutořiVšichni,AutořiAV,AutořiVšichniPočet,AutořiRIV,AutořiAVPočet,AutořiKorespondující,BiblCit,BiblCitZdrD,ISBN_ISSN,ISBN_ISSN_ZdrDok,ZeměZveřejnění,Jazyk,PočStran,ImpFaktor,ProjektyCEP,ProjektyOst,VýzZáměr,OrigNázev,PřekladNázvu,KlíčSlova,AnotaceOrig,AnotaceEng,AnotaceCz,KódOborRIV,Pozn,PoznProZprac,Konference,VlastníkZáznamu,VlastníkZáznamuCZ,VlastníkZáznamuANJ,OdevzdáníDoRIV,RokVydání,RokSběru,PočetCitací,DOI,UT WOS,UT SCOPUS,HANDLE,RVO,PlnýText,Int.kód,TechnickéParametry,EkonomickéParametry,NázevVlastníka,ČísloPředpisu,ČísloPatentovéhoSpisu,VlastníkPatentu,DatumUděleníPatentu,KódVydavatelePatentu,Poddruh
"0453407","C","Novák, Mirko","Novák, Mirko","1","1","1","","Novák, Mirko. Theory and Design of Active Filters by the use of Standard Selective Functional Blocks. In Proceedings of the Summer School on Network Theory. Short Contributions Vol. 2. Prague: IREE CAS, 1971, s. 136-141. [SSCT'71, Tále, 13.09.1971-18.09.1971, CS].","In Proceedings of the Summer School on Network Theory. Short Contributions. Vol. 2. Prague: IREE CAS, 1971, s. 136-141","","","","eng","","","","","","Theory and Design of Active Filters by the use of Standard Selective Functional Blocks","","","","","","","","","SSCT'71. Tále (CS), 13.09.1971-18.09.1971","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","","1971","","","","","","http://hdl.handle.net/11104/0254212","","","","","","","","","","","",""
"0453247","C","Novák, Mirko - Šimek, Miloslav - Šiška, Martin","Novák, Mirko - Šimek, Miloslav - Šiška, Martin","3","3","3","","Novák, Mirko; Šimek, Miloslav; Šiška, Martin. Tolerances In Nonlinear Logic Circuits. In Proceedings of the 7th Colloquium on Microwave Communication Vol. 1. Budapest: OMIKK--Technoinform, 1982, s. 173-177.","In Proceedings of the 7th Colloquium on Microwave Communication. Vol. 1. Budapest: OMIKK--Technoinform, 1982, s. 173-177","","","HU","eng","","","","","","Tolerances In Nonlinear Logic Circuits","","","","","","","","nemám kopii, evidováno dle scopus","","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","","1982","2016","","","","2-s2.0-0020299002","http://hdl.handle.net/11104/0254093","","","","","","","","","","","",""
"0453243","C","Novák, Mirko","Novák, Mirko","1","1","1","","Novák, Mirko. Statistical Approach to System Parameter Synthesis. In Caussinus, H.; Ettinger, P.; Tomassone, R. (ed.). COMPSTAT '82 Wien: Physica Verlag, 1982, s. 364-369. ISBN 3-7051-0002-5. [COMPSTAT '82, Toulouse, 30.08.1982-03.09.1982, FR].","In Caussinus, H.; Ettinger, P.; Tomassone, R. (ed.). COMPSTAT '82. Wien: Physica Verlag, 1982, s. 364-369","","3-7051-0002-5","AT","eng","","","","","","Statistical Approach to System Parameter Synthesis","","","","","","","","nemám kopii, evidováno podle scopus","COMPSTAT '82. Toulouse (FR), 30.08.1982-03.09.1982","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","","1982","","","10.1007/978-3-642-51461-6_55","","2-s2.0-0020296363","http://hdl.handle.net/11104/0254091","","","","","","","","","","","",""
"0453240","C","Novák, Mirko - Šimek, Miloslav","Novák, Mirko - Šimek, Miloslav","2","2","2","","Novák, Mirko; Šimek, Miloslav. Statistical Design of Functional Blocks With Hysteresis. In Zima, V. (ed.). Circuit theory and design 85. Proceedings of the 1985 European Conference on Circuit Theory and Design Prague: Academia, 1985, s. 98-100. ISBN 0444878130. [ECCTD'85 /7./, Praha, 02.09.1985-06.09.1985, CS].","In Zima, V. (ed.). Circuit theory and design 85. Proceedings of the 1985 European Conference on Circuit Theory and Design. Prague: Academia, 1985, s. 98-100","","0444878130","CS1","","","","","","","Statistical Design of Functional Blocks With Hysteresis","","","","","","","","","ECCTD'85 /7./. Praha (CS), 02.09.1985-06.09.1985","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","","1985","2016","","","","2-s2.0-0022300997","http://hdl.handle.net/11104/0254088","","","","","","","","","","","",""
"0453230","C","Novák, Mirko","Novák, Mirko","1","1","1","","Novák, Mirko. System Reliability, Optimization and Tolerances Theory. In Berceli, T. (ed.). Proceedings of the Eighth Colloquium on Microwave Communication Amsterdam: Elsevier, 1986, s. 383-386. Studies in Electrical and Electronic Engineering, 27. ISBN 0-444-98989-7. [Colloquium on Microwave Communication /8./, Budapest, 25.08.1986-29.08.1986, HU].","In Berceli, T. (ed.). Proceedings of the Eighth Colloquium on Microwave Communication. Amsterdam: Elsevier, 1986, s. 383-386. Studies in Electrical and Electronic Engineering, 27","","0-444-98989-7","NL","eng","","","","","","System Reliability, Optimization and Tolerances Theory","","","","","","",""," nemám kopii- evidováno podle scopus","Colloquium on Microwave Communication /8./. Budapest (HU), 25.08.1986-29.08.1986","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","","1986","2016","","","","2-s2.0-0022940393","http://hdl.handle.net/11104/0254081","","","","","","","","","","","",""
"0453220","J","Novák, Mirko","Novák, Mirko","1","1","1","","Novák, Mirko. A statistical solution of the lateral vibrations of cylindrical structures in air flow. Acta Technica CSAV 1967, -, č. 12, s. 375-403. ISSN 0001-7043.","Acta Technica CSAV. 1967, -, č. 12, s. 375-403","","0001-7043","CS1","eng","","","","","","A statistical solution of the lateral vibrations of cylindrical structures in air flow","","","","","","","","","","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","","1967","","","","","","http://hdl.handle.net/11104/0254117","","","","","","","","","","","",""
"0452932","G","Havránek, Tomáš - Šidák, Zbyněk - Novák, Mirko","Havránek, Tomáš - Šidák, Zbyněk - Novák, Mirko","3","3","3","","Havránek, Tomáš (ed.); Šidák, Zbyněk (ed.); Novák, Mirko (ed.). COMPSTAT 1984. Proceedings in Computational Statistics Wien: Physica-Verlag, 1984. 520 s. ISBN 978-3-7051-0007-7.\\nhttp://aleph.lib.cas.cz/F/?func=direct&doc_number=000124631&local_base=AV","","978-3-7051-0007-7","","AT","eng","520","","","","","COMPSTAT 1984. Proceedings in Computational Statistics","","","","","","","","","COMPSTAT '84. Prague (CS), 27.08.1984-31.08.1984","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","","1984","2016","","","","","http://hdl.handle.net/11104/0253826","","","","","","","","","","","",""
"0449159","C","Řízek, Stanislav","Řízek, Stanislav","1","1","1","","Řízek, Stanislav. Morfologie integrovaných obvodů. In O elektronických obvodech Praha: Dům techniky ČVTS, 1973, s. 35-36. [Konference o elektronických obvodech, Praha, 04.09.1973-06.09.1973, CS].","In O elektronických obvodech. Praha: Dům techniky ČVTS, 1973, s. 35-36","","","CS1","cze","","","","","","Morfologie integrovaných obvodů","","","","","","","","","Konference o elektronických obvodech. Praha (CS), 04.09.1973-06.09.1973","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","","1973","","","","","","http://hdl.handle.net/11104/0250733","","","","","","","","","","","",""
"0449027","C","Tůma, Miroslav","Tůma, Miroslav","1","1","1","","Tůma, Miroslav. Využití prvků paralelismu při řešení rozsáhlých lineárních systémů. In Paralelné systémy Bratislava: DT ČSVTS, 1990, s. 63-64. ISBN 80-233-0032-6. [Paralelné systémy, Tatranská Lomnica, 01.04.1990-20.04.1990, CS].","In Paralelné systémy. Bratislava: DT ČSVTS, 1990, s. 63-64","","80-233-0032-6","CS1","cze","","","","","","Využití prvků paralelismu při řešení rozsáhlých lineárních systémů","","","","","","","","","Paralelné systémy. Tatranská Lomnica (CS), 01.04.1990-20.04.1990","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","","1990","","","","","","http://hdl.handle.net/11104/0250607","","","","","","","","","","","",""
"0448559","C","Řízek, Stanislav","Řízek, Stanislav","1","1","1","","Řízek, Stanislav. Computer Aided Mask Generation for Integrated Circuits. In Bognár, G. (ed.). Proceedings of the Fifth Colloquium of Microwave Communication Vol. 2. Budapest: Akadémiai Kiadó, 1974, CT213-CT217. [Colloquium on Microwave Communication /5./, Budapest, 24.06.1974-30.06.1974, HU].","In Bognár, G. (ed.). Proceedings of the Fifth Colloquium of Microwave Communication. Vol. 2. Budapest: Akadémiai Kiadó, 1974, CT213-CT217","","","HU","eng","","","","","","Computer Aided Mask Generation for Integrated Circuits","","","","","","","","","Colloquium on Microwave Communication /5./. Budapest (HU), 24.06.1974-30.06.1974","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","","1974","","","","","","http://hdl.handle.net/11104/0250223","","","","","","","","","","","",""
"0448558","C","Novák, Mirko - Hrubý, J.","Novák, Mirko","2","2","1","","Novák, Mirko; Hrubý, J. Active Distributed RC Monolithic Blocks in Selective Networks. In Bognár, G. (ed.). Proceedings of the Fifth Colloquium of Microwave Communication Vol. 2. Budapest: Akadémiai Kiadó, 1974, CT189-CT199. [Colloquium on Microwave Communication /5./, Budapest, 24.06.1974-30.06.1974, HU].","In Bognár, G. (ed.). Proceedings of the Fifth Colloquium of Microwave Communication. Vol. 2. Budapest: Akadémiai Kiadó, 1974, CT189-CT199","","","HU","eng","","","","","","Active Distributed RC Monolithic Blocks in Selective Networks","","","","","","","","","Colloquium on Microwave Communication /5./. Budapest (HU), 24.06.1974-30.06.1974","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","","1974","","","","","2-s2.0-0016179115","http://hdl.handle.net/11104/0250222","","","","","","","","","","","",""
"0448527","C","Řízek, Stanislav","Řízek, Stanislav","1","1","1","","Řízek, Stanislav. Řešení morfologie integrovaných obvodů pomocí počítače. In Návrh integrovaných obvodů pocítačem. Sborník přednášek na semináři Praha: ÚRE ČSAV, 1973, XII/1-XII/12. [Seminář, Praha, 27.08.1973-29.08.1973, CS].","In Návrh integrovaných obvodů pocítačem. Sborník přednášek na semináři. Praha: ÚRE ČSAV, 1973, XII/1-XII/12","","","CS1","cze","","","","","","Řešení morfologie integrovaných obvodů pomocí počítače","","","","","","","","","Seminář. Praha (CS), 27.08.1973-29.08.1973","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","","1973","","","","","","http://hdl.handle.net/11104/0250201","","","","","","","","","","","",""
"0448458","C","Novák, Mirko","Novák, Mirko","1","1","1","","Novák, Mirko. Parameter Transformation in Network Synthesis. In Bognár, G. (ed.). Proceedings of the Fourth Colloquium on Microwave Communication Vol. 2. Budapest: Akadémiai Kiadó, 1970, CT20/1-CT20/6. [Colloquium on Microwave Communication /4./, Budapest, 21.04.1970-24.04.1970, HU].","In Bognár, G. (ed.). Proceedings of the Fourth Colloquium on Microwave Communication. Vol. 2. Budapest: Akadémiai Kiadó, 1970, CT20/1-CT20/6","","","HU","eng","","","","","","Parameter Transformation in Network Synthesis","","","","","","","","Vol. 2 CT - Circuit Theory","Colloquium on Microwave Communication /4./. Budapest (HU), 21.04.1970-24.04.1970","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","","1970","","","","","","http://hdl.handle.net/11104/0250149","","","","","","","","","","","",""
"0447238","C","Havránek, Tomáš","Havránek, Tomáš","1","1","1","","Havránek, Tomáš. O výpočetních aspektech vyhledávání modelů. Praha: JČSMF, 1990. In Antoch, J. (ed.). ROBUST 90. Sborník prací zimní školy [ROBUST '90, Liblice, 08.01.1990-12.01.1990, CS].","In Antoch, J. (ed.). ROBUST 90. Sborník prací zimní školy.","","","CS1","cze","","","","","","O výpočetních aspektech vyhledávání modelů","","","","","","","","","ROBUST '90. Liblice (CS), 08.01.1990-12.01.1990","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","","1990","","","","","","http://hdl.handle.net/11104/0249138","","","","","","","","","","","",""
"0447237","C","Havránek, Tomáš","Havránek, Tomáš","1","1","1","","Havránek, Tomáš. O vyhledávání modelů. Praha: JČSMF, 1986. In Antoch, J.; Jurečková, J. (ed.). ROBUST 86. Sborník prací zimní školy [ROBUST 86, Teplice nad Metují, 06.01.1986-10.01.1986, CS].","In Antoch, J.; Jurečková, J. (ed.). ROBUST 86. Sborník prací zimní školy.","","","CS1","cze","","","","","","O vyhledávání modelů","","","","","","","","","ROBUST 86. Teplice nad Metují (CS), 06.01.1986-10.01.1986","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","","1986","","","","","","http://hdl.handle.net/11104/0249137","","","","","","","","","","","",""
"0447236","C","Havránek, Tomáš","Havránek, Tomáš","1","1","1","","Havránek, Tomáš. Expertní systémy a statistika. In Antoch, J. (ed.). ROBUST 88. Sborník prací letní školy Praha: JČSMF, 1988, s. 27-39. [ROBUST 88, Plasy, 30.05.1988-03.06.1988, CS].","In Antoch, J. (ed.). ROBUST 88. Sborník prací letní školy. Praha: JČSMF, 1988, s. 27-39","","","CS1","cze","","","","","","Expertní systémy a statistika","","","","","","","","","ROBUST 88. Plasy (CS), 30.05.1988-03.06.1988","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","","1988","","","","","","http://hdl.handle.net/11104/0249136","","","","","","","","","","","",""
"0443460","J","Kramosil, Ivan","Kramosil, Ivan","1","1","1","","Kramosil, Ivan. Fundamentals of Computation Theory 1981. Kybernetika 1982, roč. 18, č. 1, s. 85-86. ISSN 0023-5954.\\nhttp://dml.cz/handle/10338.dmlcz/125586","Kybernetika. 1982, roč. 18, č. 1, s. 85-86","","0023-5954","CZ","eng","","","","","","Fundamentals of Computation Theory 1981","","","","","","BA","","editorial","","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","","1982","2016","","","wos:A1982NF91300007","","http://hdl.handle.net/11104/0246184","","1","","","","","","","","","",""
"0443459","J","Kramosil, Ivan","Kramosil, Ivan","1","1","1","","Kramosil, Ivan. MFCS 1986. Kybernetika 1987, roč. 23, č. 1, s. 85-86. ISSN 0023-5954.\\nhttp://dml.cz/handle/10338.dmlcz/124769","Kybernetika. 1987, roč. 23, č. 1, s. 85-86","","0023-5954","CZ","eng","","","","","","MFCS 1986","","","","","","BA","","editorial","","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","","1987","2016","","","wos:A1987G494600009","","http://hdl.handle.net/11104/0246183","","1","","","","","","","","","",""
"0443458","J","Kramosil, Ivan","Kramosil, Ivan","1","1","1","","Kramosil, Ivan. Symposium LOGICA 89. Kybernetika 1990, roč. 26, č. 4, s. 356-357. ISSN 0023-5954.\\nhttp://dml.cz/handle/10338.dmlcz/125433","Kybernetika. 1990, roč. 26, č. 4, s. 356-357","","0023-5954","CZ","eng","","","","","","Symposium LOGICA 89","","","","","","BA","","editorial","","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","","1990","2016","","","wos:A1990DW18000011","","http://hdl.handle.net/11104/0246182","","1","","","","","","","","","",""
"0443457","J","Kramosil, Ivan","Kramosil, Ivan","1","1","1","","Kramosil, Ivan. Fundamentals of Computation Theory 1989. Kybernetika 1990, roč. 26, č. 4, s. 353-353. ISSN 0023-5954.\\nhttp://dml.cz/handle/10338.dmlcz/125433","Kybernetika. 1990, roč. 26, č. 4, s. 353-353","","0023-5954","CZ","eng","","","","","","Fundamentals of Computation Theory 1989","","","","","","BA","","editorial","","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","","1990","2016","","","wos:A1990DW18000007","","http://hdl.handle.net/11104/0246181","","1","","","","","","","","","",""
"0408043","J","Kramosil, Ivan","Kramosil, Ivan","1","1","1","","Kramosil, Ivan. Parallel Probabilistic Searching and Sorting Algorithms. Kybernetika 1990, roč. 26, Suppl., s. 1-93. ISSN 0023-5954.\\nhttp://dml.cz/handle/10338.dmlcz/124173","Kybernetika. 1990, roč. 26, Suppl., s. 1-93","","0023-5954","CS1","eng","","","","","","Parallel Probabilistic Searching and Sorting Algorithms","","","","","","","","","","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","","1990","","","","","","http://hdl.handle.net/11104/0128148","","1","","","","","","","","","",""
"0407876","C","Kramosil, Ivan","Kramosil, Ivan","1","1","1","","Kramosil, Ivan. Conceptions of Existence in Mathematics and Uncertainty Processing in Expert Systems. In Svoboda, V.; Zapletal, I. (ed.). LOGICA 89. Proceedings of Symposium Praha: Institute of Philosophy, Czechoslovak Academy of Sciences, 1990, s. 137-149. ISBN 80-7007-011-0. [LOGICA '89, Vestec u Příbrami, 05.09.1989-07.09.1989, CS].","In Svoboda, V.; Zapletal, I. (ed.). LOGICA 89. Proceedings of Symposium. Praha: Institute of Philosophy, Czechoslovak Academy of Sciences, 1990, s. 137-149","","80-7007-011-0","CS1","eng","","","","","","Conceptions of Existence in Mathematics and Uncertainty Processing in Expert Systems","","","","","","","","","LOGICA '89. Vestec u Příbrami (CS), 05.09.1989-07.09.1989","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","","1990","","","","","","http://hdl.handle.net/11104/0127981","","0","","","","","","","","","",""
"0407846","C","Kramosil, Ivan","Kramosil, Ivan","1","1","1","","Kramosil, Ivan. Statistical Induction Through Rough Sets. In Mařík, V. (ed.). Aplikace umělé inteligence AI'90 Praha: Ústav pro informační systémy v kultuře, 1990, s. 35-42. [Aplikace umělé inteligence AI '90, Praha, 20.03.1990-22.03.1990, CS].","In Mařík, V. (ed.). Aplikace umělé inteligence AI'90. Praha: Ústav pro informační systémy v kultuře, 1990, s. 35-42","","","CS1","eng","","","","","","Statistical Induction Through Rough Sets","","","","","","","","","Aplikace umělé inteligence AI '90. Praha (CS), 20.03.1990-22.03.1990","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","","1990","","","","","","http://hdl.handle.net/11104/0127951","","0","","","","","","","","","",""
"0407838","J","Kramosil, Ivan","Kramosil, Ivan","1","1","1","","Kramosil, Ivan. Model-Preserving Transformations of Databases for Rule-Based Expert Systems with Boolean-Valued Weights. Knowledge-Based Systems 1990, roč. 3, č. 1, s. 21-24. ISSN 0950-7051.","Knowledge-Based Systems. 1990, roč. 3, č. 1, s. 21-24","","0950-7051","GB","eng","","","","","","Model-Preserving Transformations of Databases for Rule-Based Expert Systems with Boolean-Valued Weights","","","","","","","","","Aplikace umělé inteligence AI '89. Praha, 24.04.1989-26.04.1989","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","","1990","","","10.1016/0950-7051(90)90035-G","","2-s2.0-45149135598","http://hdl.handle.net/11104/0127943","","0","","","","","","","","","",""
"0407825","J","Kramosil, Ivan","Kramosil, Ivan","1","1","1","","Kramosil, Ivan. Hierarchies of Parallel Probabilistic Searching Algorithms with Possible Data Access Conflicts. Problems of Control and Information Theory 1989, roč. 18, č. 6, s. 381-395. ISSN 0370-2529.","Problems of Control and Information Theory. 1989, roč. 18, č. 6, s. 381-395","","0370-2529","HU","eng","","","","","","Hierarchies of Parallel Probabilistic Searching Algorithms with Possible Data Access Conflicts","","","","","","","","","","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","","1989","","","","wos:A1989CJ37700002","2-s2.0-0024879360","http://hdl.handle.net/11104/0127930","","","","","","","","","","","",""
